Timestamp,PlayerID,CPUUsage,MemoryUsage,NetworkSent,NetworkReceived,Importance,ProcessingTime,Mode,TotalErrors
2024-09-30T06:37:00.7042738Z,3,8.40261,26648576,128,16,1,0.5603,1,0
2024-09-30T06:37:00.7076641Z,9,8.40261,26648576,128,128,3,0.0725,1,0
2024-09-30T06:37:00.7173692Z,1,27.943142,26648576,128,16,1,0.1273,1,0
2024-09-30T06:37:00.7203565Z,8,19.540531,26648576,128,64,3,0.4606,1,0
2024-09-30T06:37:00.7247204Z,5,19.544931,26648576,128,128,3,0.0634,1,0
2024-09-30T06:37:00.7277291Z,2,27.943142,26648576,128,16,1,0.121,1,0
2024-09-30T06:37:00.7308914Z,10,19.544931,26648576,128,16,1,0.0543,1,0
2024-09-30T06:37:00.7338285Z,7,19.544931,26648576,128,16,1,0.2158,1,0
2024-09-30T06:37:00.7375383Z,6,19.540531,26648576,128,16,1,0.0534,1,0
2024-09-30T06:37:00.7445751Z,4,25.260208,26648576,128,64,3,0.279,1,0
2024-09-30T06:37:01.7060246Z,8,8.318891,26705920,128,16,1,0.0347,1,0
2024-09-30T06:37:01.7093115Z,10,27.863821,26705920,128,64,3,0.0413,1,0
2024-09-30T06:37:01.7162605Z,3,17.004368,26705920,128,128,3,0.0348,1,0
2024-09-30T06:37:01.7220832Z,5,17.004368,26705920,128,64,4,0.0556,1,0
2024-09-30T06:37:01.7255744Z,4,14.334965,26705920,128,16,1,0.0731,1,0
2024-09-30T06:37:01.7287842Z,2,34.85976,26705920,128,64,3,0.0949,1,0
2024-09-30T06:37:01.7320226Z,9,34.85976,26705920,128,16,1,0.0388,1,0
2024-09-30T06:37:01.7352630Z,6,26.174282,26705920,128,16,1,0.0591,1,0
2024-09-30T06:37:01.7386292Z,1,26.174282,26705920,128,64,4,0.037,1,0
2024-09-30T06:37:01.7425526Z,7,34.792118,26705920,128,16,1,0.0247,1,0
2024-09-30T06:37:02.6700938Z,10,15.132196,26726400,128,64,3,0.1254,1,0
2024-09-30T06:37:02.7007204Z,8,15.132196,26726400,128,64,3,0.0328,1,0
2024-09-30T06:37:02.7360613Z,5,19.958265,26726400,128,128,4,0.0646,1,0
