Timestamp,PlayerID,CPUUsage,MemoryUsage,NetworkSent,NetworkReceived,Importance,ProcessingTime,Mode,TotalErrors
2024-09-30T06:17:31.5157576Z,4,53.161015,23891968,128,128,1,0.0269,0,0
2024-09-30T06:17:31.5196675Z,6,48.143192,23891968,128,128,1,0.183,0,0
2024-09-30T06:17:31.5264465Z,1,20.29378,23891968,128,128,1,0.0308,0,0
2024-09-30T06:17:31.5338933Z,5,15.95449,23891968,128,128,1,0.0191,0,0
2024-09-30T06:17:31.5445243Z,8,26.705355,23891968,128,128,1,0.0264,0,0
2024-09-30T06:17:31.5482978Z,2,24.20683,23891968,128,128,1,0.0499,0,0
2024-09-30T06:17:31.5518768Z,3,24.20683,23891968,128,128,1,0.0242,0,0
2024-09-30T06:17:31.5614702Z,10,13.028868,23891968,128,128,1,0.0313,0,0
2024-09-30T06:17:31.5650494Z,9,13.028868,23891968,128,128,1,0.0184,0,0
2024-09-30T06:17:31.5687382Z,7,8.685187,23891968,128,128,1,0.0182,0,0
2024-09-30T06:17:32.5239666Z,6,13.028825,23019520,128,128,1,0.0205,0,0
2024-09-30T06:17:32.5302261Z,4,13.028825,23019520,128,128,1,0.0427,0,0
2024-09-30T06:17:32.5341076Z,3,13.028825,23019520,128,128,1,0.0439,0,0
2024-09-30T06:17:32.5527379Z,1,7.4874578,23019520,128,128,1,0.0242,0,0
2024-09-30T06:17:32.5564525Z,5,9.927545,23019520,128,128,1,0.0334,0,0
2024-09-30T06:17:32.5599887Z,8,31.635994,23019520,128,128,1,0.0285,0,0
2024-09-30T06:17:32.5663215Z,2,31.635994,23019520,128,128,1,0.0236,0,0
2024-09-30T06:17:32.5698930Z,7,37.98174,23019520,128,128,1,0.0428,0,0
2024-09-30T06:17:32.5733728Z,10,32.39783,23019520,128,128,1,0.0223,0,0
2024-09-30T06:17:32.5770983Z,9,32.39783,23019520,128,128,1,0.0203,0,0
2024-09-30T06:17:33.5339139Z,4,10.801676,23080960,128,128,1,0.0187,0,0
2024-09-30T06:17:33.5377363Z,2,4.4559317,23080960,128,128,1,0.0382,0,0
2024-09-30T06:17:33.5561904Z,6,9.341461,23080960,128,128,1,0.0388,0,0
2024-09-30T06:17:33.5596334Z,3,7.015355,23080960,128,128,1,0.0279,0,0
2024-09-30T06:17:33.5658257Z,1,4.88553,23080960,128,128,1,0.033,0,0
2024-09-30T06:17:33.5721153Z,5,9.341461,23080960,128,128,1,0.021,0,0
2024-09-30T06:17:33.5809983Z,9,13.028086,23080960,128,128,1,0.0332,0,0
2024-09-30T06:17:33.5870428Z,8,10.09713,23080960,128,128,1,0.0455,0,0
2024-09-30T06:17:33.5900708Z,10,17.626379,23080960,128,128,1,0.0356,0,0
2024-09-30T06:17:33.5959138Z,7,17.626379,23080960,128,128,1,0.0181,0,0
2024-09-30T06:17:34.5609865Z,8,17.334013,23080960,128,128,1,0.0652,0,0
2024-09-30T06:17:34.5644530Z,1,9.517528,23080960,128,128,1,0.0966,0,0
2024-09-30T06:17:34.5674856Z,4,17.947016,23080960,128,128,1,0.0231,0,0
2024-09-30T06:17:34.5793458Z,2,26.056215,23080960,128,128,1,0.0598,0,0
2024-09-30T06:17:34.5823423Z,6,15.616742,23080960,128,128,1,0.0334,0,0
2024-09-30T06:17:34.5853652Z,3,4.9192343,23080960,128,128,1,0.0204,0,0
2024-09-30T06:17:34.5912428Z,5,26.056215,23080960,128,128,1,0.0247,0,0
2024-09-30T06:17:34.5944675Z,7,19.041008,23080960,128,128,1,0.0235,0,0
2024-09-30T06:17:34.6003299Z,9,19.041008,23080960,128,128,1,0.0252,0,0
2024-09-30T06:17:34.6034607Z,10,32.06879,23080960,128,128,1,0.0347,0,0
2024-09-30T06:17:35.5620689Z,5,30.587587,23080960,128,128,1,0.0611,0,0
2024-09-30T06:17:35.5690386Z,8,10.4897375,23080960,128,128,1,0.0412,0,0
2024-09-30T06:17:35.5723509Z,2,30.587587,23080960,128,128,1,0.0274,0,0
2024-09-30T06:17:35.5790514Z,3,30.587587,23080960,128,128,1,0.0343,0,0
2024-09-30T06:17:35.5888410Z,4,35.34865,23080960,128,128,1,0.0234,0,0
2024-09-30T06:17:35.5964087Z,6,33.37476,23080960,128,128,1,0.0197,0,0
2024-09-30T06:17:35.5998844Z,1,7.2643332,23080960,128,128,1,0.0268,0,0
2024-09-30T06:17:35.6033566Z,10,12.475585,23080960,128,128,1,0.0262,0,0
2024-09-30T06:17:35.6074644Z,7,12.475585,23080960,128,128,1,0.0251,0,0
2024-09-30T06:17:35.6107179Z,9,5.2112513,23080960,128,128,1,0.0194,0,0
2024-09-30T06:17:36.5835007Z,2,4.9442897,23080960,128,128,1,0.0278,0,0
2024-09-30T06:17:36.5874904Z,8,10.155541,23080960,128,128,1,0.0462,0,0
2024-09-30T06:17:36.5909997Z,4,4.9442897,23080960,128,128,1,0.0219,0,0
2024-09-30T06:17:36.5943027Z,3,4.9442897,23080960,128,128,1,0.0235,0,0
2024-09-30T06:17:36.6010683Z,1,2.4122622,23080960,128,128,1,0.0192,0,0
2024-09-30T06:17:36.6050682Z,6,26.036459,23080960,128,128,1,0.0252,0,0
2024-09-30T06:17:36.6121265Z,5,26.036459,23080960,128,128,1,0.0184,0,0
2024-09-30T06:17:36.6150758Z,9,26.036459,23080960,128,128,1,0.0349,0,0
2024-09-30T06:17:36.6189879Z,10,26.036459,23080960,128,128,1,0.0378,0,0
2024-09-30T06:17:36.6256521Z,7,31.550451,23080960,128,128,1,0.0793,0,0
2024-09-30T06:17:37.5872988Z,5,10.005393,23080960,128,128,1,0.0306,0,0
2024-09-30T06:17:37.5942839Z,9,10.005393,23080960,128,128,1,0.029,0,0
2024-09-30T06:17:37.6009923Z,6,17.479763,23080960,128,128,1,0.0143,0,0
2024-09-30T06:17:37.6045361Z,3,10.005393,23080960,128,128,1,0.0453,0,0
2024-09-30T06:17:37.6081176Z,1,12.988362,23080960,128,128,1,0.0295,0,0
2024-09-30T06:17:37.6116551Z,10,14.985294,23080960,128,128,1,0.0285,0,0
2024-09-30T06:17:37.6183816Z,2,26.016144,23080960,128,128,1,0.0301,0,0
2024-09-30T06:17:37.6218815Z,8,13.0277815,23080960,128,128,1,0.0511,0,0
2024-09-30T06:17:37.6257867Z,4,12.988362,23080960,128,128,1,0.0272,0,0
2024-09-30T06:17:37.6316219Z,7,13.0277815,23080960,128,128,1,0.0466,0,0
2024-09-30T06:17:38.5980438Z,6,24.296833,23080960,128,128,1,0.1417,0,0
2024-09-30T06:17:38.6012852Z,9,17.713942,23080960,128,128,1,0.0441,0,0
2024-09-30T06:17:38.6049205Z,5,24.296833,23080960,128,128,1,0.0197,0,0
2024-09-30T06:17:38.6085127Z,2,24.296833,23080960,128,128,1,0.0198,0,0
2024-09-30T06:17:38.6148487Z,8,21.614635,23080960,128,128,1,0.034,0,0
2024-09-30T06:17:38.6188523Z,10,45.78583,23080960,128,128,1,0.0101,0,0
2024-09-30T06:17:38.6221203Z,4,26.17516,23080960,128,128,1,0.0185,0,0
2024-09-30T06:17:38.6252610Z,3,26.17516,23080960,128,128,1,0.0296,0,0
2024-09-30T06:17:38.6285185Z,1,26.17516,23080960,128,128,1,0.0306,0,0
2024-09-30T06:17:38.6359195Z,7,30.772505,23080960,128,128,1,0.0434,0,0
2024-09-30T06:17:39.6086103Z,2,8.48694,23080960,128,128,1,0.0221,0,0
2024-09-30T06:17:39.6130638Z,10,8.48694,23080960,128,128,1,0.0273,0,0
2024-09-30T06:17:39.6163497Z,6,81.71884,23080960,128,128,1,0.0278,0,0
2024-09-30T06:17:39.6199278Z,1,8.48694,23080960,128,128,1,0.0204,0,0
2024-09-30T06:17:39.6263872Z,3,79.18136,23080960,128,128,1,0.0196,0,0
2024-09-30T06:17:39.6299631Z,5,77.82925,23080960,128,128,1,0.0711,0,0
2024-09-30T06:17:39.6338878Z,8,77.82925,23080960,128,128,1,0.0201,0,0
2024-09-30T06:17:39.6373309Z,9,103.76372,23080960,128,128,1,0.033,0,0
2024-09-30T06:17:39.6405551Z,4,25.93447,23080960,128,128,1,0.0224,0,0
2024-09-30T06:17:39.6468113Z,7,30.53298,23080960,128,128,1,0.0451,0,0
2024-09-30T06:17:40.5657644Z,1,34.382492,23080960,128,128,1,0.0733,0,0
2024-09-30T06:17:40.5926214Z,10,11.412051,23080960,128,128,1,0.1,0,0
2024-09-30T06:17:40.6263967Z,4,16.715157,23080960,128,128,1,0.123,0,0
2024-09-30T06:17:40.6295846Z,3,12.116647,23060480,128,128,1,0.0274,0,0
2024-09-30T06:17:40.6363893Z,5,9.554682,23060480,128,128,1,0.0201,0,0
2024-09-30T06:17:40.6401303Z,2,8.267135,23060480,128,128,1,0.0292,0,0
2024-09-30T06:17:40.6438652Z,9,25.917263,23060480,128,128,1,0.0277,0,0
2024-09-30T06:17:40.6472229Z,8,31.22037,23060480,128,128,1,0.0905,0,0
2024-09-30T06:17:40.6504433Z,7,25.917263,23060480,128,128,1,0.0352,0,0
2024-09-30T06:17:40.6537823Z,6,25.917263,23060480,128,128,1,0.0282,0,0
2024-09-30T06:17:41.5661555Z,10,4.1684012,23060480,128,128,1,0.0421,0,0
2024-09-30T06:17:41.5993614Z,1,6.862627,23060480,128,128,1,0.1553,0,0
2024-09-30T06:17:41.6299081Z,5,14.149342,23060480,128,128,1,0.021,0,0
2024-09-30T06:17:41.6368683Z,6,14.149342,23060480,128,128,1,0.0505,0,0
2024-09-30T06:17:41.6409306Z,4,11.572483,23060480,128,128,1,0.0835,0,0
2024-09-30T06:17:41.6440685Z,3,48.79696,23060480,128,128,1,0.034,0,0
2024-09-30T06:17:41.6476894Z,2,46.102734,23060480,128,128,1,0.0257,0,0
2024-09-30T06:17:41.6510786Z,9,38.816017,23060480,128,128,1,0.0324,0,0
2024-09-30T06:17:41.6546581Z,7,38.816017,23060480,128,128,1,0.0389,0,0
2024-09-30T06:17:41.6580331Z,8,38.816017,23060480,128,128,1,0.0393,0,0
2024-09-30T06:17:42.5718757Z,10,3.7242692,22978560,128,128,1,0.0451,0,0
2024-09-30T06:17:42.6077571Z,1,9.063868,22978560,128,128,1,0.1781,0,0
2024-09-30T06:17:42.6415096Z,8,11.514717,22978560,128,128,1,0.0311,0,0
2024-09-30T06:17:42.6453485Z,2,14.009615,22978560,128,128,1,0.0272,0,0
2024-09-30T06:17:42.6490811Z,3,14.009615,22978560,128,128,1,0.0188,0,0
2024-09-30T06:17:42.6527314Z,5,10.285345,22978560,128,128,1,0.044,0,0
2024-09-30T06:17:42.6564406Z,9,4.945747,22978560,128,128,1,0.0897,0,0
2024-09-30T06:17:42.6595278Z,6,26.06165,22978560,128,128,1,0.0347,0,0
2024-09-30T06:17:42.6628255Z,4,26.06165,22978560,128,128,1,0.0234,0,0
2024-09-30T06:17:42.6721640Z,7,26.06165,22978560,128,128,1,0.0247,0,0
2024-09-30T06:17:43.5872763Z,10,30.324823,23105536,128,128,1,0.0495,0,0
2024-09-30T06:17:43.5910724Z,1,4.263175,23105536,128,128,1,0.1235,0,0
2024-09-30T06:17:43.6492975Z,5,8.897459,23105536,128,128,1,0.0563,0,0
2024-09-30T06:17:43.6531637Z,3,34.813004,23105536,128,128,1,0.0413,0,0
2024-09-30T06:17:43.6599247Z,2,30.54983,23105536,128,128,1,0.2687,0,0
2024-09-30T06:17:43.6636913Z,9,32.056076,23105536,128,128,1,0.3464,0,0
2024-09-30T06:17:43.6672614Z,8,30.54983,23105536,128,128,1,0.0311,0,0
2024-09-30T06:17:43.6711638Z,6,25.915546,23105536,128,128,1,0.073,0,0
2024-09-30T06:17:43.6739698Z,4,26.170776,23105536,128,128,1,0.4923,0,0
2024-09-30T06:17:43.6773846Z,7,26.170776,23105536,128,128,1,0.2777,0,0
2024-09-30T06:17:44.6027393Z,1,30.368279,23105536,128,128,1,0.0419,0,0
2024-09-30T06:17:44.6176818Z,10,35.38978,23105536,128,128,1,0.0272,0,0
2024-09-30T06:17:44.6568963Z,4,12.24631,23105536,128,128,1,0.0198,0,0
2024-09-30T06:17:44.6663238Z,5,12.24631,23105536,128,128,1,0.0356,0,0
2024-09-30T06:17:44.6697614Z,9,9.461997,23105536,128,128,1,0.018,0,0
2024-09-30T06:17:44.6734562Z,3,34.11046,23105536,128,128,1,0.0385,0,0
2024-09-30T06:17:44.6768958Z,7,29.088957,23105536,128,128,1,0.0226,0,0
2024-09-30T06:17:44.6803626Z,6,26.06165,23105536,128,128,1,0.0331,0,0
2024-09-30T06:17:44.6842499Z,8,26.06165,23105536,128,128,1,0.0574,0,0
2024-09-30T06:17:44.6906813Z,2,51.99526,23105536,128,128,1,0.0387,0,0
2024-09-30T06:17:45.6206033Z,1,29.609398,23105536,128,128,1,0.0448,0,0
2024-09-30T06:17:45.6427040Z,10,32.86386,23105536,128,128,1,0.0371,0,0
2024-09-30T06:17:45.6844108Z,6,18.018457,23105536,128,128,1,0.0561,0,0
2024-09-30T06:17:45.6877251Z,5,52.112865,23105536,128,128,1,0.4826,0,0
2024-09-30T06:17:45.6907589Z,9,65.14173,23105536,128,128,1,0.0381,0,0
2024-09-30T06:17:45.6937741Z,8,37.85345,23105536,128,128,1,0.0425,0,0
2024-09-30T06:17:45.6967486Z,2,13.028868,23105536,128,128,1,0.0471,0,0
2024-09-30T06:17:45.6997788Z,3,22.33351,23105536,128,128,1,0.0658,0,0
2024-09-30T06:17:45.7034126Z,4,11.919841,23105536,128,128,1,0.0588,0,0
2024-09-30T06:17:45.7092001Z,7,21.27292,23105536,128,128,1,0.0277,0,0
2024-09-30T06:17:46.6338933Z,1,56.447113,23281664,128,128,1,0.1277,0,0
2024-09-30T06:17:46.6528404Z,10,60.982803,23281664,128,128,1,0.0425,0,0
2024-09-30T06:17:46.6966018Z,7,26.1813,23281664,128,128,1,0.0262,0,0
2024-09-30T06:17:46.6991145Z,2,26.1813,23281664,128,128,1,0.0185,0,0
2024-09-30T06:17:46.7023059Z,4,14.275591,23281664,128,128,1,0.0551,0,0
2024-09-30T06:17:46.7084586Z,3,9.941341,23281664,128,128,1,0.0556,0,0
2024-09-30T06:17:46.7117862Z,6,31.58695,23281664,128,128,1,0.0208,0,0
2024-09-30T06:17:46.7147858Z,8,14.275591,23281664,128,128,1,0.1074,0,0
2024-09-30T06:17:46.7180371Z,5,11.187557,23281664,128,128,1,0.0362,0,0
2024-09-30T06:17:46.7211972Z,9,26.1813,23281664,128,128,1,0.019,0,0
2024-09-30T06:17:47.6298307Z,10,4.4053135,23281664,128,128,1,0.0548,0,0
2024-09-30T06:17:47.6394781Z,1,30.465223,23281664,128,128,1,0.0229,0,0
2024-09-30T06:17:47.6959949Z,6,60.800392,23281664,128,128,1,0.0295,0,0
2024-09-30T06:17:47.6998747Z,8,34.584827,23281664,128,128,1,0.0763,0,0
2024-09-30T06:17:47.7037262Z,7,57.43869,23281664,128,128,1,0.027,0,0
2024-09-30T06:17:47.7071906Z,5,56.395077,23281664,128,128,1,0.3028,0,0
2024-09-30T06:17:47.7106038Z,2,30.335169,23281664,128,128,1,0.0245,0,0
2024-09-30T06:17:47.7145525Z,9,26.215565,23281664,128,128,1,0.0249,0,0
2024-09-30T06:17:47.7206775Z,4,8.176091,23281664,128,128,1,0.0458,0,0
2024-09-30T06:17:47.7239558Z,3,8.176091,23281664,128,128,1,0.0205,0,0
2024-09-30T06:17:48.6457390Z,10,11.825444,23281664,128,128,1,1.2761,0,0
2024-09-30T06:17:48.6820382Z,1,17.545187,23281664,128,128,1,1.4114,0,0
2024-09-30T06:17:48.7118320Z,5,14.254854,23281664,128,128,1,0.0403,0,0
2024-09-30T06:17:48.7149805Z,2,37.401352,23281664,128,128,1,0.0203,0,0
2024-09-30T06:17:48.7180391Z,7,26.064255,23281664,128,128,1,0.0205,0,0
2024-09-30T06:17:48.7240723Z,9,26.064255,23281664,128,128,1,0.0245,0,0
2024-09-30T06:17:48.7273848Z,4,26.05817,23281664,128,128,1,0.0266,0,0
2024-09-30T06:17:48.7305315Z,8,36.669754,23281664,128,128,1,0.0321,0,0
2024-09-30T06:17:48.7336511Z,3,14.254854,23281664,128,128,1,0.0419,0,0
2024-09-30T06:17:48.7374849Z,6,30.950014,23281664,128,128,1,0.0283,0,0
2024-09-30T06:17:49.6634938Z,1,30.064138,23330816,128,128,1,0.0434,0,0
2024-09-30T06:17:49.6895219Z,10,35.27635,23330816,128,128,1,0.0865,0,0
2024-09-30T06:17:49.7256940Z,3,15.081686,23330816,128,128,1,0.1085,0,0
2024-09-30T06:17:49.7292245Z,4,12.234461,23330816,128,128,1,0.0201,0,0
2024-09-30T06:17:49.7325081Z,9,41.139854,23330816,128,128,1,0.0233,0,0
2024-09-30T06:17:49.7355959Z,2,26.052958,23330816,128,128,1,0.014,0,0
2024-09-30T06:17:49.7388930Z,5,5.8635087,23330816,128,128,1,0.0356,0,0
2024-09-30T06:17:49.7421740Z,8,11.075716,23330816,128,128,1,0.038,0,0
2024-09-30T06:17:49.7451913Z,6,26.052958,23330816,128,128,1,0.2265,0,0
2024-09-30T06:17:49.7483809Z,7,26.052958,23330816,128,128,1,0.0457,0,0
2024-09-30T06:17:50.6580203Z,10,56.393616,23519232,128,128,1,0.019,0,0
2024-09-30T06:17:50.6674893Z,1,30.098007,23519232,128,128,1,0.0526,0,0
2024-09-30T06:17:50.7158294Z,9,61.534645,23519232,128,128,1,0.0324,0,0
2024-09-30T06:17:50.7247740Z,3,58.420452,23519232,128,128,1,0.0368,0,0
2024-09-30T06:17:50.7287168Z,2,83.66826,23519232,128,128,1,0.0492,0,0
2024-09-30T06:17:50.7319387Z,6,61.534645,23519232,128,128,1,0.036,0,0
2024-09-30T06:17:50.7358448Z,4,31.319696,23519232,128,128,1,0.0218,0,0
2024-09-30T06:17:50.7390616Z,7,26.178669,23519232,128,128,1,0.0232,0,0
2024-09-30T06:17:50.7422995Z,8,26.178669,23519232,128,128,1,0.0209,0,0
2024-09-30T06:17:50.7458107Z,5,26.178669,23519232,128,128,1,0.0227,0,0
2024-09-30T06:17:51.6700152Z,1,4.34992,23670784,128,128,1,0.0423,0,0
2024-09-30T06:17:51.6880403Z,10,11.055065,23670784,128,128,1,0.0342,0,0
2024-09-30T06:17:51.7267429Z,3,15.728983,23670784,128,128,1,0.0322,0,0
2024-09-30T06:17:51.7303944Z,5,15.728983,23670784,128,128,1,0.0216,0,0
2024-09-30T06:17:51.7379370Z,7,38.201523,23670784,128,128,1,0.0342,0,0
2024-09-30T06:17:51.7408424Z,2,37.319565,23670784,128,128,1,0.2857,0,0
2024-09-30T06:17:51.7441244Z,8,30.614418,23670784,128,128,1,0.0719,0,0
2024-09-30T06:17:51.7473587Z,4,25.9405,23670784,128,128,1,0.0287,0,0
