Time, CPU(%), Memory(MB), Sent(Bytes), Received(Bytes), Errors, Average Response Time(ms)
2024-09-18 오전 11:51:40, 0.00, 42.00, 1716135, 813490, 0, 0.04
2024-09-18 오전 11:51:41, 0.00, 42.00, 1722027, 816282, 0, 0.04
2024-09-18 오전 11:51:42, 0.38, 42.00, 1728155, 819186, 0, 0.00
2024-09-18 오전 11:51:43, 3.09, 42.00, 1734047, 821978, 0, 0.00
2024-09-18 오전 11:51:44, 0.00, 42.00, 1739939, 824770, 0, 0.00
2024-09-18 오전 11:51:45, 0.38, 42.00, 1745831, 827562, 0, 0.00
2024-09-18 오전 11:51:46, 0.39, 42.00, 1751723, 830354, 0, 0.00
2024-09-18 오전 11:51:47, 0.00, 42.00, 1757615, 833146, 0, 0.00
2024-09-18 오전 11:51:48, 0.38, 42.00, 1763625, 835994, 0, 0.00
2024-09-18 오전 11:51:49, 0.77, 42.00, 1769399, 838730, 0, 0.03
2024-09-18 오전 11:51:50, 0.38, 42.00, 1775409, 841578, 0, 0.00
2024-09-18 오전 11:51:51, 0.38, 42.00, 1781301, 844370, 0, 0.00
2024-09-18 오전 11:51:52, 1.15, 42.00, 1787193, 847162, 0, 0.03
2024-09-18 오전 11:51:53, 0.39, 42.00, 1793085, 849954, 0, 0.00
2024-09-18 오전 11:51:54, 1.15, 42.00, 1799449, 852970, 0, 0.01
2024-09-18 오전 11:51:55, 0.00, 42.00, 1805341, 855762, 0, 0.02
2024-09-18 오전 11:51:56, 0.39, 42.00, 1811233, 858554, 0, 0.02
2024-09-18 오전 11:51:57, 0.39, 42.00, 1817125, 861346, 0, 0.01
2024-09-18 오전 11:51:58, 2.67, 42.00, 1823253, 864250, 0, 0.02
2024-09-18 오전 11:51:59, 0.00, 42.00, 1829145, 867042, 0, 0.00
2024-09-18 오전 11:52:00, 0.38, 42.00, 1835037, 869834, 0, 0.01
2024-09-18 오전 11:52:01, 0.39, 42.00, 1840929, 872626, 0, 0.01
2024-09-18 오전 11:52:02, 0.38, 42.00, 1846821, 875418, 0, 0.02
2024-09-18 오전 11:52:03, 1.53, 42.00, 1852713, 878210, 0, 0.00
2024-09-18 오전 11:52:04, 0.38, 42.00, 1858605, 881002, 0, 0.01
2024-09-18 오전 11:52:05, 0.00, 42.00, 1864497, 883794, 0, 0.00
2024-09-18 오전 11:52:06, 0.77, 42.00, 1870389, 886586, 0, 0.00
2024-09-18 오전 11:52:07, 0.00, 42.00, 1876281, 889378, 0, 0.00
2024-09-18 오전 11:52:08, 0.39, 42.00, 1882173, 892170, 0, 0.00
2024-09-18 오전 11:52:09, 1.54, 42.00, 1888065, 894962, 0, 0.00
2024-09-18 오전 11:52:10, 0.38, 42.00, 1893957, 897754, 0, 0.00
2024-09-18 오전 11:52:11, 0.39, 42.00, 1899849, 900546, 0, 0.00
2024-09-18 오전 11:52:12, 3.05, 42.00, 1905741, 903338, 0, 0.00
2024-09-18 오전 11:52:13, 0.39, 42.00, 1911633, 906130, 0, 0.00
2024-09-18 오전 11:52:14, 1.53, 42.00, 1917878, 909089, 0, 0.00
2024-09-18 오전 11:52:15, 0.39, 42.00, 1923770, 911881, 0, 0.04
2024-09-18 오전 11:52:16, 0.39, 42.00, 1929662, 914673, 0, 0.05
2024-09-18 오전 11:52:17, 0.38, 42.00, 1935554, 917465, 0, 0.04
2024-09-18 오전 11:52:18, 0.00, 42.00, 1941446, 920257, 0, 0.02
