Timestamp,ClientID,Latency(ms)
10:55.3,23,0.0778
10:55.3,7,0.0795
10:55.4,40,0.1919
10:55.4,24,0.1585
10:55.4,8,0.1224
10:55.4,41,0.0642
10:55.4,25,0.2002
10:55.4,9,0.1502
10:55.5,42,0.1252
10:55.5,26,0.2953
10:55.5,10,0.1313
10:55.5,43,0.1563
10:55.5,27,0.1169
10:55.6,11,0.2374
10:55.6,44,0.0962
10:55.6,28,0.0917
10:55.6,12,0.1135
10:55.7,45,0.1634
10:55.7,29,0.1107
10:55.7,13,0.1018
10:55.7,46,0.1698
10:55.7,30,0.245
10:55.7,14,0.1181
10:55.8,47,0.1537
10:55.8,31,0.1164
10:55.8,15,0.1103
10:55.9,48,0.0665
10:55.9,32,0.0784
10:55.9,16,0.1143
10:55.9,49,0.0843
10:55.9,17,0.1896
10:55.9,33,0.177
10:55.9,1,0.1054
10:56.0,50,0.108
10:56.0,34,0.0816
10:56.0,18,0.1108
10:56.0,2,0.0767
10:56.0,35,0.0725
10:56.1,19,0.123
10:56.1,3,0.0834
10:56.1,36,0.0941
10:56.1,20,0.0952
10:56.1,4,0.1292
10:56.2,37,0.1432
10:56.2,21,0.2121
10:56.2,5,0.1077
10:56.2,38,0.2401
10:56.2,22,0.0598
10:56.3,6,0.1119
10:56.3,39,0.1222
10:56.3,23,0.0798
10:56.3,7,0.1116
10:56.4,40,0.2725
10:56.4,24,0.2685
10:56.4,8,0.2445
10:56.4,41,0.2183
10:56.4,25,0.1103
10:56.4,9,0.1099
10:56.5,26,0.1497
10:56.5,42,0.2178
10:56.5,10,0.2093
10:56.5,43,0.0629
10:56.6,27,0.0922
10:56.6,11,0.1474
10:56.6,44,0.2505
10:56.6,28,0.1334
10:56.6,12,0.0711
10:56.7,45,0.114
10:56.7,29,0.1256
10:56.7,13,0.1492
10:56.7,46,0.2574
10:56.7,30,0.2057
10:56.8,14,0.132
10:56.8,47,0.0605
10:56.8,31,0.1311
10:56.8,15,0.1444
10:56.9,48,0.2457
10:56.9,32,0.293
10:56.9,16,0.1198
10:56.9,49,0.1414
10:56.9,17,0.1179
10:56.9,33,0.3488
10:57.0,1,0.1341
10:57.0,50,0.1883
10:57.0,34,0.1184
10:57.0,18,0.1948
10:57.0,2,0.255
10:57.1,35,0.279
10:57.1,19,0.2203
10:57.1,3,0.1341
10:57.1,36,0.0794
10:57.1,20,0.0957
10:57.1,4,0.1084
10:57.2,37,0.1339
10:57.2,21,0.1781
10:57.2,5,0.1222
10:57.2,38,0.1853
10:57.3,22,0.0794
10:57.3,6,0.2162
10:57.3,39,0.3865
10:57.3,23,0.2182
10:57.3,7,0.1212
10:57.4,24,0.1249
10:57.4,40,0.2047
10:57.4,8,0.1291
10:57.4,41,0.3234
10:57.4,25,0.1932
10:57.5,9,0.1089
10:57.5,26,0.1627
10:57.5,42,0.3529
10:57.5,10,0.1134
10:57.6,43,0.2212
10:57.6,27,0.1143
10:57.6,11,0.1327
10:57.6,44,0.1674
10:57.6,28,0.141
10:57.6,12,0.1671
10:57.7,45,0.1448
10:57.7,29,0.0733
10:57.7,13,0.17
10:57.8,46,0.1647
10:57.8,30,0.2238
10:57.8,14,0.1195
10:57.8,47,0.0846
10:57.8,31,0.0835
10:57.8,15,0.1044
10:57.9,32,0.1815
10:57.9,48,0.2712
10:57.9,16,0.401
10:57.9,49,0.2305
10:58.0,17,0.2126
10:58.0,33,0.3297
10:58.0,1,0.125
10:58.0,50,0.1055
10:58.0,34,0.0501
10:58.0,18,0.2326
10:58.0,2,0.2624
10:58.1,35,0.2278
10:58.1,19,0.1239
10:58.1,3,0.1381
10:58.1,36,0.0731
10:58.1,20,0.1117
10:58.2,4,0.1688
10:58.2,37,0.1443
10:58.2,21,0.245
10:58.2,5,0.2313
10:58.2,38,0.0905
10:58.3,22,0.1309
10:58.3,6,0.1193
10:58.3,39,0.2032
10:58.3,23,0.1061
10:58.3,7,0.1244
10:58.4,40,0.1905
10:58.4,24,0.1904
10:58.4,8,0.1177
10:58.4,41,0.0781
10:58.5,25,0.0652
10:58.5,9,0.1473
10:58.5,26,0.083
10:58.5,42,0.083
10:58.5,10,0.1419
10:58.6,43,0.0923
10:58.6,27,0.0868
10:58.6,11,0.1172
10:58.6,44,0.1871
10:58.6,28,0.0897
10:58.7,12,0.1235
10:58.7,45,0.1996
10:58.7,29,0.1111
10:58.7,13,0.1489
10:58.8,46,0.1878
10:58.8,30,0.1423
10:58.8,14,0.1166
10:58.8,47,0.1048
10:58.8,31,0.1254
10:58.8,15,0.1607
10:58.9,48,0.1408
10:58.9,32,0.2567
10:58.9,16,0.1113
10:58.9,49,0.1788
10:59.0,33,0.1444
10:59.0,17,0.3241
10:59.0,1,0.1251
10:59.0,50,0.2387
10:59.0,34,0.177
10:59.0,18,0.0741
10:59.1,2,0.0752
10:59.1,35,0.0726
10:59.1,19,0.1159
10:59.1,3,0.1005
10:59.1,36,0.1569
10:59.1,20,0.0946
10:59.2,4,0.1383
10:59.2,21,0.1744
10:59.2,37,0.2115
10:59.2,5,0.1141
10:59.3,38,0.2462
10:59.3,22,0.237
10:59.3,6,0.1461
10:59.3,39,0.0779
10:59.3,23,0.097
10:59.3,7,0.2438
10:59.4,40,0.2458
10:59.4,24,0.5182
10:59.4,8,0.1814
10:59.4,41,0.1738
10:59.5,25,0.0797
10:59.5,9,0.1351
10:59.5,42,0.1217
10:59.5,26,0.1606
10:59.5,10,0.1332
10:59.6,43,0.0825
10:59.6,27,0.0963
10:59.6,11,0.097
10:59.6,44,0.0916
10:59.6,28,0.1007
10:59.7,12,0.2099
10:59.7,45,0.1231
10:59.7,29,0.1264
10:59.7,13,0.302
10:59.8,46,0.1457
10:59.8,30,0.2308
10:59.8,14,0.1253
10:59.8,47,0.0951
10:59.8,31,0.1032
10:59.8,15,0.2352
10:59.9,48,0.1198
10:59.9,32,0.2524
10:59.9,16,0.13
10:59.9,49,0.1286
11:00.0,17,0.2397
11:00.0,33,0.4711
11:00.0,1,0.1119
11:00.0,50,0.2802
11:00.0,34,0.0708
11:00.0,18,0.148
11:00.1,2,0.0933
11:00.1,35,0.1781
11:00.1,19,0.1789
11:00.1,3,0.1259
11:00.1,36,0.1746
11:00.2,20,0.0986
11:00.2,4,0.099
11:00.2,21,0.1945
11:00.2,37,0.2155
11:00.2,5,0.1189
11:00.3,38,0.2681
11:00.3,22,0.2175
11:00.3,6,0.0903
11:00.3,39,0.1084
11:00.3,23,0.0645
11:00.4,7,0.1294
11:00.4,40,0.1894
11:00.4,24,0.2198
11:00.4,8,0.2353
11:00.5,41,0.7292
11:00.5,25,0.1803
11:00.5,9,0.2627
11:00.5,26,0.0869
11:00.5,42,0.0879
11:00.5,10,0.1114
11:00.6,43,0.3273
11:00.6,27,0.0856
11:00.6,11,0.1159
11:00.6,44,0.2445
11:00.7,28,0.1708
11:00.7,12,0.2718
11:00.7,45,0.2094
11:00.7,29,0.1626
11:00.7,13,0.1159
11:00.8,30,0.229
11:00.8,46,0.3014
11:00.8,14,0.1335
11:00.8,47,0.1919
11:00.8,31,0.0964
11:00.9,15,0.1428
11:00.9,48,0.2697
11:00.9,32,0.2527
11:00.9,16,0.2303
11:00.9,49,0.1668
11:01.0,33,0.0893
11:01.0,17,0.1228
11:01.0,1,0.0824
11:01.0,50,0.2075
11:01.0,34,0.0643
11:01.0,18,0.0604
11:01.1,2,0.0844
11:01.1,35,0.0757
11:01.1,19,0.1691
11:01.1,3,0.1391
11:01.2,36,0.1661
11:01.2,20,0.0893
11:01.2,4,0.095
11:01.2,21,0.1475
11:01.2,37,0.2063
11:01.2,5,0.2299
11:01.3,38,0.2957
11:01.3,22,0.2752
11:01.3,6,0.3545
11:01.3,39,0.165
11:01.4,23,0.1869
11:01.4,7,0.0963
11:01.4,40,0.1795
11:01.4,24,0.1655
11:01.4,8,0.1132
11:01.5,41,0.0868
11:01.5,25,0.1197
11:01.5,9,0.0927
11:01.5,26,0.192
11:01.5,42,0.1269
11:01.6,10,0.1681
11:01.6,43,0.223
11:01.6,27,0.3043
11:01.6,11,0.1094
11:01.6,44,0.3096
11:01.7,28,0.1095
11:01.7,12,0.1313
11:01.7,45,0.1075
11:01.7,29,0.1089
11:01.7,13,0.2245
11:01.8,46,0.1506
11:01.8,30,0.1726
11:01.8,14,0.3013
11:01.8,47,0.0841
11:01.9,31,0.2792
11:01.9,15,0.2241
11:01.9,48,0.2138
11:01.9,32,0.2045
11:01.9,16,0.1488
11:02.0,49,0.1592
11:02.0,17,0.1644
11:02.0,33,0.2713
11:02.0,1,0.3068
11:02.0,50,0.2471
11:02.0,34,0.1604
11:02.1,18,0.0879
11:02.1,2,0.1706
11:02.1,35,0.2411
11:02.1,19,0.116
11:02.1,3,0.1272
11:02.2,36,0.2212
11:02.2,20,0.1546
11:02.2,4,0.0922
11:02.2,21,0.1909
11:02.2,37,0.2559
11:02.3,5,0.1243
11:02.3,38,0.0666
11:02.3,22,0.2192
11:02.3,6,0.1351
11:02.4,39,0.2062
11:02.4,23,0.1001
11:02.4,7,0.1134
11:02.4,24,0.1412
11:02.4,40,0.1803
11:02.4,8,0.1062
11:02.5,41,0.1367
11:02.5,25,0.0865
11:02.5,9,0.1146
11:02.6,42,0.178
11:02.6,26,0.1939
11:02.6,10,0.1983
11:02.6,43,0.1457
11:02.6,27,0.254
11:02.6,11,0.244
11:02.7,44,0.1742
11:02.7,28,0.1658
11:02.7,12,0.1525
11:02.7,45,0.2355
11:02.7,29,0.249
11:02.8,13,0.1994
11:02.8,30,0.134
11:02.8,46,0.2125
11:02.8,14,0.0962
11:02.8,47,0.0581
11:02.9,31,0.1109
11:02.9,15,0.1352
11:02.9,32,0.1503
11:02.9,48,0.1942
11:02.9,16,0.1523
11:03.0,49,0.1111
11:03.0,17,0.2057
11:03.0,33,0.2071
11:03.0,1,0.0858
11:03.0,50,0.0972
11:03.1,34,0.0799
11:03.1,18,0.1182
11:03.1,2,0.1679
11:03.1,35,0.0948
11:03.1,19,0.1674
11:03.1,3,0.0677
11:03.2,36,0.1139
11:03.2,20,0.1072
11:03.2,4,0.2363
11:03.3,21,0.1669
11:03.3,37,0.1861
11:03.3,5,0.1862
11:03.3,38,0.1494
11:03.3,22,0.181
11:03.3,6,0.1017
11:03.4,39,0.1603
11:03.4,23,0.0997
11:03.4,7,0.1053
11:03.4,40,0.189
11:03.4,24,0.3664
11:03.5,8,0.3129
11:03.5,41,0.1661
11:03.5,25,0.1198
11:03.5,9,0.1519
11:03.6,42,0.1294
11:03.6,26,0.2357
11:03.6,10,0.1301
11:03.6,43,0.178
11:03.6,27,0.1599
11:03.6,11,0.1164
11:03.7,44,0.118
11:03.7,28,0.0698
11:03.7,12,0.1353
11:03.7,45,0.1983
11:03.8,29,0.2249
11:03.8,13,0.1313
11:03.8,30,0.1395
11:03.8,46,0.1728
11:03.8,14,0.1259
11:03.9,47,0.133
11:03.9,31,0.1404
11:03.9,15,0.1175
11:03.9,48,0.2476
11:03.9,32,0.2827
11:03.9,16,0.1505
11:04.0,49,0.0973
11:04.0,17,0.1284
11:04.0,33,0.1742
11:04.0,1,0.1245
11:04.0,50,0.136
11:04.1,34,0.0735
11:04.1,18,0.1147
11:04.1,2,0.0746
11:04.1,35,0.2178
11:04.1,19,0.1632
11:04.2,3,0.1004
11:04.2,36,0.2757
11:04.2,20,0.0858
11:04.2,4,0.2026
11:04.3,21,0.1857
11:04.3,37,0.2247
11:04.3,5,0.1151
11:04.3,38,0.1625
11:04.3,22,0.2305
11:04.3,6,0.1103
11:04.4,39,0.3243
11:04.4,23,0.3613
11:04.4,7,0.115
11:04.4,24,0.1064
11:04.4,40,0.122
11:04.5,8,0.1919
11:04.5,41,0.1054
11:04.5,25,0.0791
11:04.5,9,0.1207
11:04.6,26,0.1143
11:04.6,42,0.1904
11:04.6,10,0.1544
11:04.6,43,0.132
11:04.6,27,0.0743
11:04.6,11,0.1569
11:04.7,44,0.2187
11:04.7,28,0.2179
11:04.7,12,0.2017
11:04.7,45,0.1773
11:04.8,29,0.1311
11:04.8,13,0.2266
11:04.8,46,0.1619
11:04.8,30,0.2625
11:04.8,14,0.1011
11:04.9,47,0.1219
11:04.9,31,0.1092
11:04.9,15,0.0971
11:04.9,48,0.2449
11:04.9,32,0.4635
11:05.0,16,0.1145
11:05.0,49,0.077
11:05.0,33,0.0719
11:05.0,17,0.0996
11:05.0,1,0.1307
11:05.0,50,0.1192
11:05.1,34,0.0436
11:05.1,18,0.0768
11:05.1,2,0.0764
11:05.1,35,0.2407
11:05.1,19,0.2881
11:05.2,3,0.1309
11:05.2,36,0.1564
11:05.2,20,0.1688
11:05.2,4,0.1853
11:05.3,37,0.1076
11:05.3,21,0.1459
11:05.3,5,0.131
11:05.3,38,0.1372
11:05.3,22,0.0591
11:05.3,6,0.1445
11:05.4,39,0.12
11:05.4,23,0.2646
11:05.4,7,0.1233
11:05.5,24,0.1895
11:05.5,40,0.3619
11:05.5,8,0.1486
11:05.5,41,0.1635
11:05.5,25,0.0623
11:05.5,9,0.2798
11:05.6,26,0.191
11:05.6,42,0.2308
11:05.6,10,0.1483
11:05.6,43,0.1268
11:05.6,27,0.0772
11:05.7,11,0.0697
11:05.7,44,0.1136
11:05.7,28,0.1168
11:05.7,12,0.1687
11:05.7,45,0.1701
11:05.8,29,0.1187
11:05.8,13,0.0719
11:05.8,46,0.2609
11:05.8,30,0.3094
11:05.8,14,0.1238
11:05.9,47,0.0974
11:05.9,31,0.1171
11:05.9,15,0.2069
11:06.0,32,0.1815
11:06.0,48,0.1886
11:06.0,16,0.1924
11:06.0,49,0.0757
11:06.0,33,0.0969
11:06.0,17,0.1229
11:06.0,1,0.0862
11:06.1,50,0.1249
11:06.1,34,0.1072
11:06.1,18,0.1884
11:06.1,2,0.0768
11:06.1,35,0.0628
11:06.2,19,0.2116
11:06.2,3,0.069
11:06.2,36,0.1487
11:06.2,20,0.0823
11:06.2,4,0.1285
11:06.3,21,0.0916
11:06.3,37,0.1362
11:06.3,5,0.1326
11:06.3,38,0.1662
11:06.3,22,0.1111
11:06.4,6,0.2363
11:06.4,39,0.1091
11:06.4,23,0.076
11:06.4,7,0.114
11:06.5,40,0.1306
11:06.5,24,0.2255
11:06.5,8,0.1478
11:06.5,41,0.1223
11:06.5,25,0.0805
11:06.5,9,0.1917
11:06.6,42,0.1242
11:06.6,26,0.2682
11:06.6,10,0.2256
11:06.6,43,0.1
11:06.6,27,0.2044
11:06.7,11,0.0855
11:06.7,44,0.0962
11:06.7,28,0.0976
11:06.7,12,0.3704
11:06.8,45,0.1345
11:06.8,29,0.1431
11:06.8,13,0.1299
11:06.8,46,0.186
11:06.8,30,0.2861
11:06.9,14,0.1583
11:06.9,47,0.2987
11:06.9,31,0.2033
11:06.9,15,0.1575
11:07.0,32,0.2177
11:07.0,48,0.2628
11:07.0,16,0.211
11:07.0,49,0.1283
11:07.0,33,0.1998
11:07.0,17,0.2379
11:07.1,1,1.018
11:07.1,50,0.1508
11:07.1,34,0.0903
11:07.1,18,0.0772
11:07.1,2,0.0691
11:07.1,35,0.0877
11:07.2,19,0.1273
11:07.2,3,0.1893
11:07.2,36,0.1189
11:07.2,20,0.0987
11:07.2,4,0.1201
11:07.3,21,0.1674
11:07.3,37,0.2082
11:07.3,5,0.2309
11:07.3,38,0.0749
11:07.3,22,0.0797
11:07.4,6,0.1464
11:07.4,39,0.1475
11:07.4,23,0.0979
11:07.4,7,0.1539
11:07.5,40,0.2056
11:07.5,24,0.2463
11:07.5,8,0.1053
11:07.5,41,0.0853
11:07.5,25,0.102
11:07.5,9,0.3345
11:07.6,42,0.0996
11:07.6,26,0.2183
11:07.6,10,0.1153
11:07.6,43,0.1255
11:07.7,27,0.1367
11:07.7,11,0.2352
11:07.7,44,0.2382
11:07.7,28,0.0876
11:07.7,12,0.1242
11:07.8,45,0.1426
11:07.8,29,0.0849
11:07.8,13,0.1296
11:07.8,30,0.1322
11:07.8,46,0.2083
11:07.9,14,0.119
11:07.9,47,0.0985
11:07.9,31,0.1345
11:07.9,15,0.1064
11:08.0,32,0.1669
11:08.0,48,0.2042
11:08.0,16,0.1403
11:08.0,49,0.2782
11:08.0,17,0.1085
11:08.0,33,0.16
11:08.1,1,0.1176
11:08.1,50,0.1032
11:08.1,34,0.0639
11:08.1,18,0.1002
11:08.1,2,0.0929
11:08.2,35,0.0978
11:08.2,19,0.1119
11:08.2,3,0.1229
11:08.2,36,0.1939
11:08.2,20,0.0976
11:08.3,4,0.1013
11:08.3,37,0.1834
11:08.3,21,0.3237
11:08.3,5,0.1361
11:08.3,38,0.0914
11:08.4,22,0.0731
11:08.4,6,0.0931
11:08.4,39,0.1633
11:08.4,23,0.149
11:08.4,7,0.1089
11:08.5,40,0.2313
11:08.5,24,0.3309
11:08.5,8,0.1248
11:08.5,41,0.1193
11:08.5,25,0.1384
11:08.6,9,0.1153
11:08.6,26,0.0588
11:08.6,42,0.0714
11:08.6,10,0.1373
11:08.7,43,0.2353
11:08.7,27,0.1342
11:08.7,11,0.1006
11:08.7,44,0.0614
11:08.7,28,0.1538
11:08.7,12,0.1573
11:08.8,45,0.0909
11:08.8,29,0.131
11:08.8,13,0.1449
11:08.9,30,0.2322
11:08.9,46,0.3271
11:08.9,14,0.1398
11:08.9,47,0.0779
11:08.9,31,0.0908
11:08.9,15,0.1179
11:09.0,32,0.1452
11:09.0,48,0.1914
11:09.0,16,0.1129
11:09.0,49,0.1477
11:09.1,17,0.1356
11:09.1,33,0.1562
11:09.1,1,0.1477
11:09.1,50,0.1259
11:09.1,34,0.0692
11:09.1,18,0.1127
11:09.1,2,0.204
11:09.2,35,0.059
11:09.2,19,0.1202
11:09.2,3,0.1012
11:09.2,36,0.1727
11:09.2,20,0.1071
11:09.3,4,0.2098
11:09.3,21,0.3115
11:09.3,37,0.2942
11:09.3,5,0.2104
11:09.4,38,0.0624
11:09.4,22,0.1569
11:09.4,6,0.1026
11:09.4,39,0.2297
11:09.4,23,0.1921
11:09.4,7,0.105
11:09.5,40,0.1979
11:09.5,24,0.2216
11:09.5,8,0.2085
11:09.5,41,0.0907
11:09.6,25,0.1046
11:09.6,9,0.1253
11:09.6,26,0.0948
11:09.6,42,0.1226
11:09.6,10,0.1832
11:09.7,43,0.0964
11:09.7,27,0.1348
11:09.7,11,0.1193
11:09.7,44,0.1211
11:09.7,28,0.1209
11:09.8,12,0.1349
11:09.8,45,0.2409
11:09.8,29,0.1075
11:09.8,13,0.0947
11:09.9,46,0.1812
11:09.9,30,0.3113
11:09.9,14,0.0987
11:09.9,47,0.1457
11:09.9,31,0.1858
11:09.9,15,0.2226
11:10.0,48,0.1278
11:10.0,32,0.2028
11:10.0,16,0.2852
11:10.0,49,0.1566
11:10.1,17,0.1859
11:10.1,33,0.1927
11:10.1,1,0.0741
11:10.1,50,0.1281
11:10.1,34,0.0785
11:10.1,18,0.1795
11:10.2,2,0.2218
11:10.2,35,0.151
11:10.2,19,0.1293
11:10.2,3,0.1707
11:10.2,36,0.2323
11:10.3,20,0.0829
11:10.3,4,0.3297
11:10.3,21,0.1406
11:10.3,37,0.1817
11:10.3,5,0.1315
11:10.4,38,0.0944
11:10.4,22,0.2835
11:10.4,6,0.0764
11:10.4,39,0.0951
11:10.4,23,0.087
11:10.5,7,0.1864
11:10.5,40,0.2113
11:10.5,24,0.3288
11:10.5,8,0.1043
11:10.6,41,0.0722
11:10.6,25,0.1779
11:10.6,9,0.1394
11:10.6,42,0.0386
11:10.6,26,0.0987
11:10.6,10,0.2461
11:10.7,43,0.1265
11:10.7,27,0.0987
11:10.7,11,0.1673
11:10.7,44,0.2296
11:10.8,28,0.1322
11:10.8,12,0.2598
11:10.8,45,0.1361
11:10.8,29,0.1018
11:10.8,13,0.2113
11:10.9,46,0.1594
11:10.9,30,0.2777
11:10.9,14,0.1168
11:10.9,47,0.1857
11:10.9,31,0.3017
11:11.0,15,0.1405
11:11.0,48,0.0891
11:11.0,32,0.1987
11:11.0,16,0.3407
11:11.0,49,0.1819
11:11.1,17,0.2642
11:11.1,33,0.2532
11:11.1,1,0.1052
11:11.1,50,0.1234
11:11.1,34,0.0664
11:11.1,18,0.0912
11:11.2,2,0.3034
11:11.2,35,0.1304
11:11.2,19,0.1976
11:11.2,3,0.1456
11:11.3,36,0.286
11:11.3,20,0.1052
11:11.3,4,0.2165
11:11.3,21,0.1402
11:11.3,37,0.1785
11:11.3,5,0.1622
11:11.4,38,0.1376
11:11.4,22,0.1474
11:11.4,6,0.1497
11:11.4,39,0.2586
11:11.5,23,0.228
11:11.5,7,0.1863
11:11.5,24,0.1427
11:11.5,40,0.2443
11:11.5,8,0.1183
11:11.6,41,0.1029
11:11.6,25,0.1017
11:11.6,9,0.2902
11:11.6,26,0.1171
11:11.6,42,0.2353
11:11.7,10,0.2563
11:11.7,43,0.1887
11:11.7,27,0.1395
11:11.7,11,0.2282
