Time, CPU(%), Memory(MB), Sent(Bytes), Received(Bytes), Errors, Average Response Time(ms)
2024-09-17 오후 8:42:11, 0.76, 37.00, 76924, 35880, 0, 1.44
2024-09-17 오후 8:42:12, 0.00, 37.00, 77505, 36151, 0, 0.90
2024-09-17 오후 8:42:13, 0.38, 37.00, 78086, 36422, 0, 1.10
2024-09-17 오후 8:42:14, 0.38, 37.00, 78667, 36693, 0, 1.20
2024-09-17 오후 8:42:15, 0.38, 37.00, 79074, 36883, 0, 1.14
2024-09-17 오후 8:42:16, 0.00, 37.00, 79655, 37154, 0, 1.00
2024-09-17 오후 8:42:17, 0.38, 37.00, 80178, 37398, 0, 1.00
2024-09-17 오후 8:42:18, 0.00, 37.00, 80759, 37669, 0, 1.30
2024-09-17 오후 8:42:19, 0.38, 37.00, 81340, 37940, 0, 1.40
2024-09-17 오후 8:42:20, 0.38, 37.00, 81921, 38211, 0, 1.10
2024-09-17 오후 8:42:21, 0.38, 37.00, 82502, 38482, 0, 1.00
2024-09-17 오후 8:42:22, 0.00, 37.00, 83083, 38753, 0, 1.20
2024-09-17 오후 8:42:23, 0.38, 37.00, 83664, 39024, 0, 1.20
2024-09-17 오후 8:42:24, 0.38, 37.00, 84186, 39267, 0, 1.33
2024-09-17 오후 8:42:25, 0.38, 37.00, 84767, 39538, 0, 1.40
2024-09-17 오후 8:42:26, 0.38, 37.00, 85348, 39809, 0, 1.50
2024-09-17 오후 8:42:27, 0.38, 37.00, 85697, 39972, 0, 0.67
2024-09-17 오후 8:42:28, 0.00, 37.00, 86278, 40243, 0, 1.00
2024-09-17 오후 8:42:29, 0.38, 37.00, 86801, 40487, 0, 1.33
2024-09-17 오후 8:42:30, 0.00, 37.00, 87382, 40758, 0, 1.30
2024-09-17 오후 8:42:31, 0.38, 37.00, 87963, 41029, 0, 1.20
2024-09-17 오후 8:42:32, 0.38, 37.00, 88544, 41300, 0, 1.20
2024-09-17 오후 8:42:33, 0.38, 37.00, 88951, 41490, 0, 1.29
2024-09-17 오후 8:42:34, 0.00, 37.00, 89474, 41734, 0, 1.44
2024-09-17 오후 8:42:35, 0.39, 37.00, 90055, 42005, 0, 1.20
2024-09-17 오후 8:42:36, 0.38, 37.00, 90636, 42276, 0, 1.50
2024-09-17 오후 8:42:37, 0.00, 37.00, 91217, 42547, 0, 1.40
2024-09-17 오후 8:42:38, 0.38, 37.00, 91798, 42818, 0, 1.30
2024-09-17 오후 8:42:39, 0.38, 37.00, 92379, 43089, 0, 1.10
2024-09-17 오후 8:42:40, 0.38, 37.00, 92960, 43360, 0, 1.40
2024-09-17 오후 8:42:41, 0.38, 37.00, 93482, 43603, 0, 1.44
2024-09-17 오후 8:42:42, 0.38, 37.00, 94063, 43874, 0, 1.50
2024-09-17 오후 8:42:43, 0.00, 37.00, 94644, 44145, 0, 1.20
2024-09-17 오후 8:42:44, 0.38, 37.00, 94993, 44308, 0, 0.83
2024-09-17 오후 8:42:45, 0.38, 37.00, 95574, 44579, 0, 1.10
2024-09-17 오후 8:42:47, 0.00, 37.00, 96097, 44823, 0, 1.44
2024-09-17 오후 8:42:48, 0.38, 37.00, 96678, 45094, 0, 1.30
2024-09-17 오후 8:42:49, 0.38, 37.00, 97259, 45365, 0, 1.10
2024-09-17 오후 8:42:50, 0.39, 37.00, 97666, 45555, 0, 1.29
2024-09-17 오후 8:42:51, 0.38, 37.00, 98247, 45826, 0, 1.10
2024-09-17 오후 8:42:52, 0.00, 37.00, 98770, 46070, 0, 1.33
2024-09-17 오후 8:42:53, 0.39, 37.00, 99351, 46341, 0, 1.20
2024-09-17 오후 8:42:54, 0.39, 37.00, 99932, 46612, 0, 1.20
2024-09-17 오후 8:42:55, 0.39, 37.00, 100513, 46883, 0, 1.10
2024-09-17 오후 8:42:56, 0.38, 37.00, 101094, 47154, 0, 1.10
2024-09-17 오후 8:42:57, 0.38, 37.00, 101675, 47425, 0, 1.10
2024-09-17 오후 8:42:58, 0.38, 37.00, 102197, 47668, 0, 1.22
2024-09-17 오후 8:42:59, 0.39, 37.00, 102778, 47939, 0, 0.80
2024-09-17 오후 8:43:00, 0.00, 37.00, 103359, 48210, 0, 1.30
2024-09-17 오후 8:43:01, 0.38, 37.00, 103708, 48373, 0, 0.50
2024-09-17 오후 8:43:02, 0.38, 37.00, 104231, 48617, 0, 1.33
2024-09-17 오후 8:43:03, 0.00, 37.00, 104812, 48888, 0, 1.20
2024-09-17 오후 8:43:04, 0.38, 37.00, 105393, 49159, 0, 1.10
2024-09-17 오후 8:43:05, 0.38, 37.00, 105974, 49430, 0, 1.30
2024-09-17 오후 8:43:06, 0.39, 37.00, 106381, 49620, 0, 0.71
2024-09-17 오후 8:43:07, 0.38, 37.00, 106904, 49864, 0, 1.33
2024-09-17 오후 8:43:08, 0.39, 37.00, 107485, 50135, 0, 1.10
2024-09-17 오후 8:43:09, 0.39, 37.00, 108066, 50406, 0, 1.10
2024-09-17 오후 8:43:10, 0.39, 37.00, 108647, 50677, 0, 1.20
2024-09-17 오후 8:43:11, 0.39, 37.00, 109228, 50948, 0, 1.30
2024-09-17 오후 8:43:12, 0.38, 37.00, 109809, 51219, 0, 1.40
2024-09-17 오후 8:43:13, 0.38, 37.00, 110390, 51490, 0, 1.30
2024-09-17 오후 8:43:14, 0.00, 37.00, 110912, 51733, 0, 1.22
2024-09-17 오후 8:43:15, 0.38, 37.00, 111493, 52004, 0, 1.40
2024-09-17 오후 8:43:16, 0.38, 37.00, 112074, 52275, 0, 1.20
2024-09-17 오후 8:43:17, 0.38, 37.00, 112423, 52438, 0, 0.67
2024-09-17 오후 8:43:18, 0.39, 37.00, 112946, 52682, 0, 1.22
2024-09-17 오후 8:43:19, 0.38, 37.00, 113527, 52953, 0, 1.20
2024-09-17 오후 8:43:20, 0.38, 37.00, 114108, 53224, 0, 1.10
2024-09-17 오후 8:43:21, 0.38, 37.00, 114689, 53495, 0, 1.30
2024-09-17 오후 8:43:22, 0.00, 37.00, 115096, 53685, 0, 1.00
2024-09-17 오후 8:43:23, 0.38, 37.00, 115619, 53929, 0, 1.33
2024-09-17 오후 8:43:24, 0.38, 37.00, 116200, 54200, 0, 1.20
2024-09-17 오후 8:43:25, 0.00, 37.00, 116781, 54471, 0, 1.30
2024-09-17 오후 8:43:26, 0.38, 37.00, 117362, 54742, 0, 1.20
2024-09-17 오후 8:43:27, 0.39, 37.00, 117943, 55013, 0, 1.40
2024-09-17 오후 8:43:28, 0.38, 37.00, 118524, 55284, 0, 1.20
2024-09-17 오후 8:43:29, 0.38, 37.00, 119105, 55555, 0, 1.10
2024-09-17 오후 8:43:30, 0.00, 37.00, 119627, 55798, 0, 1.67
2024-09-17 오후 8:43:31, 0.00, 37.00, 120208, 56069, 0, 1.40
2024-09-17 오후 8:43:32, 0.38, 37.00, 120789, 56340, 0, 1.40
2024-09-17 오후 8:43:34, 0.38, 37.00, 121370, 56611, 0, 1.40
2024-09-17 오후 8:43:35, 0.38, 37.00, 121719, 56774, 0, 0.83
2024-09-17 오후 8:43:36, 0.39, 37.00, 122242, 57018, 0, 1.56
2024-09-17 오후 8:43:37, 0.38, 37.00, 122823, 57289, 0, 1.30
2024-09-17 오후 8:43:38, 0.00, 37.00, 123404, 57560, 0, 1.10
2024-09-17 오후 8:43:39, 0.38, 37.00, 123985, 57831, 0, 1.00
2024-09-17 오후 8:43:40, 0.38, 37.00, 124392, 58021, 0, 1.14
2024-09-17 오후 8:43:41, 0.00, 37.00, 124915, 58265, 0, 1.33
2024-09-17 오후 8:43:42, 0.38, 37.00, 125496, 58536, 0, 1.30
2024-09-17 오후 8:43:43, 0.38, 37.00, 126077, 58807, 0, 1.50
2024-09-17 오후 8:43:44, 0.00, 37.00, 126658, 59078, 0, 1.10
2024-09-17 오후 8:43:45, 0.38, 37.00, 127239, 59349, 0, 1.40
2024-09-17 오후 8:43:46, 0.00, 37.00, 127820, 59620, 0, 1.00
2024-09-17 오후 8:43:47, 0.38, 37.00, 128401, 59891, 0, 1.20
2024-09-17 오후 8:43:48, 0.38, 37.00, 128982, 60162, 0, 1.10
2024-09-17 오후 8:43:49, 0.38, 37.00, 129504, 60405, 0, 1.33
2024-09-17 오후 8:43:50, 0.38, 37.00, 130085, 60676, 0, 1.20
