Timestamp,ClientID,Latency(ms)
2024-09-17 20:39:47.351,1,118.1727
2024-09-17 20:39:47.394,2,108.0173
2024-09-17 20:39:47.418,4,5.7059
2024-09-17 20:39:47.456,3,105.9982
2024-09-17 20:39:47.540,6,3.5004
2024-09-17 20:39:47.594,5,117.7545
2024-09-17 20:39:47.602,7,4.0183
2024-09-17 20:39:47.664,8,3.8364
2024-09-17 20:39:47.726,9,3.777
2024-09-17 20:39:47.790,10,5.9825
2024-09-17 20:39:48.437,1,64.5249
2024-09-17 20:39:48.484,2,79.3241
2024-09-17 20:39:48.516,4,95.4382
2024-09-17 20:39:48.545,3,78.529
2024-09-17 20:39:48.623,6,79.0305
2024-09-17 20:39:48.686,7,78.8922
2024-09-17 20:39:48.687,5,80.8475
2024-09-17 20:39:48.748,8,78.7704
2024-09-17 20:39:48.810,9,77.4032
2024-09-17 20:39:48.872,10,77.7329
2024-09-17 20:39:49.525,1,76.2762
2024-09-17 20:39:49.574,2,79.3107
2024-09-17 20:39:49.605,4,78.4064
2024-09-17 20:39:49.636,3,78.9128
2024-09-17 20:39:49.716,6,81.8812
2024-09-17 20:39:49.776,5,80.242
2024-09-17 20:39:49.776,7,80.2066
2024-09-17 20:39:49.839,8,80.8473
2024-09-17 20:39:49.903,9,83.8596
2024-09-17 20:39:49.968,10,85.3486
2024-09-17 20:39:50.626,1,89.6577
2024-09-17 20:39:50.672,2,87.5545
2024-09-17 20:39:50.704,4,87.6318
2024-09-17 20:39:50.736,3,88.8796
2024-09-17 20:39:50.812,6,85.5915
2024-09-17 20:39:50.874,7,86.0874
2024-09-17 20:39:50.878,5,89.9239
2024-09-17 20:39:50.938,8,87.8262
2024-09-17 20:39:51.001,9,87.5046
2024-09-17 20:39:51.065,10,88.2428
2024-09-17 20:39:51.719,1,89.3185
2024-09-17 20:39:51.765,2,89.1214
2024-09-17 20:39:51.795,4,88.2488
2024-09-17 20:39:51.829,3,91.5291
2024-09-17 20:39:51.914,6,98.1004
2024-09-17 20:39:51.968,7,91.0719
2024-09-17 20:39:51.969,5,77.1539
2024-09-17 20:39:52.044,8,89.6908
2024-09-17 20:39:52.090,9,72.4871
2024-09-17 20:39:52.151,10,71.599
2024-09-17 20:39:52.804,1,80.5286
2024-09-17 20:39:52.921,2,150.3496
2024-09-17 20:39:52.928,4,126.0387
2024-09-17 20:39:52.930,3,96.488
2024-09-17 20:39:53.074,7,99.259
2024-09-17 20:39:53.126,5,151.263
2024-09-17 20:39:53.138,6,209.9544
2024-09-17 20:39:53.140,9,38.5669
