Time, CPU(%), Memory(MB), Sent(Bytes), Received(Bytes), Errors, Average Response Time(ms)
2024-09-18 오후 12:23:28, 0.00, 42.00, 1341934, 636170, 0, 0.00
2024-09-18 오후 12:23:29, 1.15, 42.00, 1347826, 638962, 0, 0.00
2024-09-18 오후 12:23:30, 0.38, 42.00, 1353953, 641865, 0, 0.00
2024-09-18 오후 12:23:31, 1.16, 42.00, 1359845, 644657, 0, 0.02
2024-09-18 오후 12:23:32, 0.76, 42.00, 1365737, 647449, 0, 0.03
2024-09-18 오후 12:23:33, 1.15, 42.00, 1371629, 650241, 0, 0.01
2024-09-18 오후 12:23:34, 0.77, 42.00, 1377521, 653033, 0, 0.00
2024-09-18 오후 12:23:35, 0.00, 42.00, 1383707, 655964, 0, 0.04
2024-09-18 오후 12:23:36, 0.39, 42.00, 1389599, 658756, 0, 0.00
2024-09-18 오후 12:23:37, 0.76, 42.00, 1395491, 661548, 0, 0.01
2024-09-18 오후 12:23:38, 0.38, 42.00, 1401795, 664535, 0, 0.03
2024-09-18 오후 12:23:39, 0.38, 42.00, 1407687, 667327, 0, 0.02
2024-09-18 오후 12:23:40, 0.00, 42.00, 1413579, 670119, 0, 0.01
2024-09-18 오후 12:23:41, 0.38, 42.00, 1419471, 672911, 0, 0.00
2024-09-18 오후 12:23:42, 0.38, 42.00, 1425363, 675703, 0, 0.00
2024-09-18 오후 12:23:43, 0.38, 42.00, 1430373, 678078, 0, 0.04
2024-09-18 오후 12:23:44, 0.38, 42.00, 1436441, 680953, 0, 0.02
2024-09-18 오후 12:23:45, 0.00, 42.00, 1443039, 684079, 0, 0.04
2024-09-18 오후 12:23:46, 0.00, 42.00, 1448931, 686871, 0, 0.04
2024-09-18 오후 12:23:47, 0.77, 42.00, 1455295, 689887, 0, 0.00
2024-09-18 오후 12:23:48, 0.38, 42.00, 1461304, 692734, 0, 0.01
2024-09-18 오후 12:23:49, 0.38, 42.00, 1467196, 695526, 0, 0.00
2024-09-18 오후 12:23:50, 0.77, 42.00, 1473206, 698374, 0, 0.01
2024-09-18 오후 12:23:51, 0.39, 42.00, 1479098, 701166, 0, 0.00
2024-09-18 오후 12:23:52, 0.39, 42.00, 1484990, 703958, 0, 0.00
2024-09-18 오후 12:23:53, 0.38, 42.00, 1490882, 706750, 0, 0.00
2024-09-18 오후 12:23:54, 0.77, 42.00, 1496774, 709542, 0, 0.01
2024-09-18 오후 12:23:55, 0.39, 42.00, 1502666, 712334, 0, 0.00
2024-09-18 오후 12:23:56, 0.00, 42.00, 1508558, 715126, 0, 0.00
2024-09-18 오후 12:23:57, 1.15, 42.00, 1514686, 718030, 0, 0.00
2024-09-18 오후 12:23:58, 0.38, 42.00, 1520578, 720822, 0, 0.00
2024-09-18 오후 12:23:59, 0.00, 42.00, 1526470, 723614, 0, 0.00
2024-09-18 오후 12:24:00, 0.77, 42.00, 1532362, 726406, 0, 0.10
2024-09-18 오후 12:24:02, 0.38, 42.00, 1538254, 729198, 0, 0.01
2024-09-18 오후 12:24:03, 1.14, 42.00, 1544146, 731990, 0, 0.00
2024-09-18 오후 12:24:04, 1.54, 42.00, 1550038, 734782, 0, 0.00
2024-09-18 오후 12:24:05, 0.77, 42.00, 1555930, 737574, 0, 0.00
2024-09-18 오후 12:24:06, 0.38, 42.00, 1561940, 740422, 0, 0.00
2024-09-18 오후 12:24:07, 0.38, 42.00, 1567832, 743214, 0, 0.00
2024-09-18 오후 12:24:08, 0.38, 42.00, 1573960, 746118, 0, 0.00
2024-09-18 오후 12:24:09, 0.39, 42.00, 1579852, 748910, 0, 0.00
2024-09-18 오후 12:24:10, 1.16, 42.00, 1585744, 751702, 0, 0.00
2024-09-18 오후 12:24:11, 0.38, 42.00, 1591754, 754550, 0, 0.00
2024-09-18 오후 12:24:12, 0.00, 42.00, 1597646, 757342, 0, 0.00
2024-09-18 오후 12:24:13, 0.38, 42.00, 1603538, 760134, 0, 0.00
2024-09-18 오후 12:24:14, 0.38, 42.00, 1609430, 762926, 0, 0.00
2024-09-18 오후 12:24:15, 0.38, 42.00, 1615322, 765718, 0, 0.03
2024-09-18 오후 12:24:16, 1.16, 42.00, 1621214, 768510, 0, 0.01
2024-09-18 오후 12:24:17, 0.00, 42.00, 1627106, 771302, 0, 0.02
2024-09-18 오후 12:24:18, 0.00, 42.00, 1632998, 774094, 0, 0.00
2024-09-18 오후 12:24:19, 0.00, 42.00, 1638890, 776886, 0, 0.00
2024-09-18 오후 12:24:20, 0.00, 42.00, 1644782, 779678, 0, 0.00
2024-09-18 오후 12:24:21, 0.00, 42.00, 1650674, 782470, 0, 0.00
2024-09-18 오후 12:24:22, 1.15, 42.00, 1656566, 785262, 0, 0.00
2024-09-18 오후 12:24:23, 1.54, 42.00, 1662458, 788054, 0, 0.03
2024-09-18 오후 12:24:24, 0.00, 42.00, 1668350, 790846, 0, 0.03
2024-09-18 오후 12:24:25, 0.38, 42.00, 1674242, 793638, 0, 0.03
2024-09-18 오후 12:24:26, 0.38, 42.00, 1680547, 796626, 0, 0.00
2024-09-18 오후 12:24:27, 0.39, 42.00, 1686439, 799418, 0, 0.05
2024-09-18 오후 12:24:28, 0.39, 42.00, 1692331, 802210, 0, 0.00
2024-09-18 오후 12:24:29, 1.93, 42.00, 1698223, 805002, 0, 0.00
2024-09-18 오후 12:24:30, 0.00, 42.00, 1704115, 807794, 0, 0.01
2024-09-18 오후 12:24:31, 0.39, 42.00, 1710007, 810586, 0, 0.04
2024-09-18 오후 12:24:32, 1.53, 42.00, 1715899, 813378, 0, 0.06
2024-09-18 오후 12:24:33, 0.38, 42.00, 1721791, 816170, 0, 0.05
2024-09-18 오후 12:24:34, 1.93, 42.00, 1727801, 819018, 0, 0.00
2024-09-18 오후 12:24:35, 0.38, 42.00, 1733693, 821810, 0, 0.05
2024-09-18 오후 12:24:36, 0.38, 42.00, 1739585, 824602, 0, 0.09
2024-09-18 오후 12:24:37, 0.00, 42.00, 1745477, 827394, 0, 0.06
2024-09-18 오후 12:24:38, 0.39, 42.00, 1751369, 830186, 0, 0.02
2024-09-18 오후 12:24:39, 1.92, 42.00, 1757261, 832978, 0, 0.03
2024-09-18 오후 12:24:40, 0.77, 42.00, 1763448, 835910, 0, 0.05
2024-09-18 오후 12:24:41, 0.39, 42.00, 1769340, 838702, 0, 0.05
2024-09-18 오후 12:24:42, 0.77, 42.00, 1775232, 841494, 0, 0.05
2024-09-18 오후 12:24:43, 1.15, 42.00, 1781124, 844286, 0, 0.05
2024-09-18 오후 12:24:44, 0.38, 42.00, 1787016, 847078, 0, 0.05
2024-09-18 오후 12:24:45, 0.39, 42.00, 1792908, 849870, 0, 0.05
2024-09-18 오후 12:24:46, 0.00, 42.00, 1798859, 852690, 0, 0.03
2024-09-18 오후 12:24:47, 0.38, 42.00, 1804751, 855482, 0, 0.01
2024-09-18 오후 12:24:48, 1.15, 42.00, 1811233, 858554, 0, 0.05
2024-09-18 오후 12:24:49, 0.38, 42.00, 1817125, 861346, 0, 0.00
2024-09-18 오후 12:24:50, 0.39, 42.00, 1823017, 864138, 0, 0.00
2024-09-18 오후 12:24:51, 0.39, 42.00, 1828909, 866930, 0, 0.00
2024-09-18 오후 12:24:52, 0.00, 42.00, 1834801, 869722, 0, 0.00
2024-09-18 오후 12:24:53, 0.38, 42.00, 1840811, 872570, 0, 0.01
2024-09-18 오후 12:24:54, 0.38, 42.00, 1846762, 875390, 0, 0.05
2024-09-18 오후 12:24:55, 0.00, 42.00, 1852654, 878182, 0, 0.02
2024-09-18 오후 12:24:56, 0.39, 42.00, 1858546, 880974, 0, 0.02
2024-09-18 오후 12:24:57, 1.15, 42.00, 1864438, 883766, 0, 0.00
2024-09-18 오후 12:24:58, 0.77, 42.00, 1870330, 886558, 0, 0.00
2024-09-18 오후 12:25:00, 0.38, 42.00, 1876222, 889350, 0, 0.00
2024-09-18 오후 12:25:01, 0.77, 42.00, 1882114, 892142, 0, 0.00
2024-09-18 오후 12:25:02, 0.00, 42.00, 1888006, 894934, 0, 0.00
2024-09-18 오후 12:25:03, 0.38, 42.00, 1893898, 897726, 0, 0.00
2024-09-18 오후 12:25:04, 1.14, 42.00, 1900085, 900658, 0, 0.00
2024-09-18 오후 12:25:05, 0.39, 42.00, 1905977, 903450, 0, 0.00
2024-09-18 오후 12:25:06, 0.38, 42.00, 1911928, 906270, 0, 0.00
2024-09-18 오후 12:25:07, 1.16, 42.00, 1917820, 909062, 0, 0.01
2024-09-18 오후 12:25:08, 0.38, 42.00, 1923829, 911909, 0, 0.00
2024-09-18 오후 12:25:09, 0.39, 42.00, 1929721, 914701, 0, 0.02
2024-09-18 오후 12:25:10, 0.38, 42.00, 1935613, 917493, 0, 0.01
