Timestamp,UserID,CPUUsage,MemoryUsage,NetworkReceived,NetworkSent,DiskRead,DiskWrite,ProcessingTime,Mode,PositionDifference,PacketReturned,TotalErrors
2024-09-26 16:15,8,26.06,52,36,30,0,0,2,1,1.43,1,0
2024-09-26 16:15,1,20.59,52,36,30,0,0,3,1,1.09,1,0
2024-09-26 16:15,7,35.49,52,36,30,0,0,2,1,1.35,1,0
2024-09-26 16:15,5,0,52,36,30,0,0,3,1,6.16,1,0
2024-09-26 16:15,3,26.29,52,36,30,0,0,4,1,0.12,1,0
2024-09-26 16:15,2,28.41,52,36,30,0,0,8,1,0.15,1,0
2024-09-26 16:15,9,26.04,52,36,30,0,0,6,1,6.15,1,0
2024-09-26 16:15,4,27.41,52,36,30,0,0,9,1,0.16,1,0
2024-09-26 16:15,6,20.56,52,36,30,0,0,10,1,0.15,1,0
2024-09-26 16:15,10,33.1,52,36,30,0,0,11,1,0.15,1,0
2024-09-26 16:15,8,61.72,53,36,30,0,0,3,1,6.17,1,0
2024-09-26 16:15,1,19.54,53,36,30,0,0,3,1,6.17,1,0
2024-09-26 16:15,7,0,53,36,30,0,0,2,1,6.18,1,0
2024-09-26 16:15,5,39.09,53,36,30,0,0,3,1,0.17,1,0
2024-09-26 16:15,4,26.15,53,36,30,0,0,6,1,3.16,1,0
2024-09-26 16:15,2,30.75,54,36,30,0,0,4,1,3.16,1,0
2024-09-26 16:15,10,24.52,54,36,30,0,0,9,1,3.16,1,0
2024-09-26 16:15,6,34.1,54,36,30,0,0,9,1,3.18,1,0
2024-09-26 16:15,3,32.02,54,36,30,0,0,10,1,3.18,1,0
2024-09-26 16:15,9,0,54,36,30,0,0,5,1,2.56,1,0
2024-09-26 16:15,8,39.84,54,36,30,0,0,2,1,2.85,1,0
2024-09-26 16:15,1,22.79,54,36,30,0,0,3,1,2.85,1,0
2024-09-26 16:15,7,35.53,54,36,30,0,0,2,1,2.86,1,0
2024-09-26 16:15,5,0,54,36,30,0,0,3,1,0.15,1,0
2024-09-26 16:15,3,26.07,54,36,30,0,0,4,1,0.14,1,0
2024-09-26 16:15,4,28.33,54,36,30,0,0,6,1,0.15,1,0
2024-09-26 16:15,9,26.96,54,36,30,0,0,11,1,5.89,1,0
2024-09-26 16:15,10,20.22,54,36,30,0,0,13,1,0.15,1,0
2024-09-26 16:15,2,32.57,54,36,30,0,0,14,1,0.15,1,0
2024-09-26 16:15,6,32.58,54,36,30,0,0,15,1,0.15,1,0
2024-09-26 16:15,2,23.93,54,36,30,0,0,6,1,1.4,1,0
2024-09-26 16:15,3,30.08,54,36,30,0,0,9,1,1.39,1,0
2024-09-26 16:15,4,22.13,54,36,30,0,0,8,1,1.4,1,0
2024-09-26 16:15,10,22.99,54,36,30,0,0,12,1,1.44,1,0
2024-09-26 16:15,6,33.99,54,36,30,0,0,11,1,1.38,1,0
2024-09-26 16:15,8,20.57,54,36,30,0,0,2,1,6.17,1,0
2024-09-26 16:15,1,41.14,54,36,30,0,0,3,1,6.17,1,0
2024-09-26 16:15,7,0,54,36,30,0,0,2,1,6.18,1,0
2024-09-26 16:15,5,35.52,54,36,30,0,0,3,1,6.17,1,0
2024-09-26 16:15,9,0,54,36,30,0,0,3,1,2.86,1,0
2024-09-26 16:15,9,0,54,36,30,0,0,3,1,1.55,1,0
2024-09-26 16:15,10,28.08,54,36,30,0,0,7,1,6.15,1,0
2024-09-26 16:15,4,23.57,54,36,30,0,0,7,1,6.15,1,0
2024-09-26 16:15,2,25.09,54,36,30,0,0,9,1,6.15,1,0
2024-09-26 16:15,3,32.75,54,36,30,0,0,8,1,6.14,1,0
2024-09-26 16:15,6,37.44,54,36,30,0,0,10,1,6.13,1,0
2024-09-26 16:15,1,35.09,54,36,30,0,0,2,1,2.86,1,0
2024-09-26 16:15,8,19.29,54,36,30,0,0,4,1,2.85,1,0
2024-09-26 16:15,7,0,54,36,30,0,0,2,1,2.86,1,0
2024-09-26 16:15,5,39.08,54,36,30,0,0,3,1,0.15,1,0
2024-09-26 16:15,9,35.53,54,36,30,0,0,5,1,9.15,1,0
2024-09-26 16:15,2,25.06,54,36,30,0,0,4,1,0.14,1,0
2024-09-26 16:15,3,25.61,54,36,30,0,0,9,1,0.15,1,0
2024-09-26 16:15,4,25.61,54,36,30,0,0,8,1,0.15,1,0
2024-09-26 16:15,10,25.05,54,36,30,0,0,7,1,0.15,1,0
2024-09-26 16:15,6,26.19,54,36,30,0,0,10,1,0.15,1,0
2024-09-26 16:15,1,19.54,54,36,30,0,0,2,1,6.15,1,0
2024-09-26 16:15,8,20.59,54,36,30,0,0,3,1,6.14,1,0
2024-09-26 16:15,7,0,54,36,30,0,0,2,1,6.15,1,0
2024-09-26 16:15,5,39.08,54,36,30,0,0,3,1,0.15,1,0
2024-09-26 16:15,9,35.58,54,36,30,0,0,3,1,2.85,1,0
2024-09-26 16:15,10,10.4,54,36,30,0,0,4,1,0.15,1,0
2024-09-26 16:15,2,10.4,54,36,30,0,0,6,1,0.15,1,0
2024-09-26 16:15,3,30.4,54,36,30,0,0,7,1,0.15,1,0
2024-09-26 16:15,4,22.85,54,36,30,0,0,8,1,0.15,1,0
2024-09-26 16:15,6,0,54,36,30,0,0,3,1,0.36,1,0
2024-09-26 16:15,8,37.22,54,36,30,0,0,2,1,2.85,1,0
2024-09-26 16:15,1,19.54,54,36,30,0,0,3,1,2.86,1,0
2024-09-26 16:15,7,35.54,54,36,30,0,0,2,1,2.86,1,0
2024-09-26 16:15,5,39.08,54,36,30,0,0,3,1,6.14,1,0
2024-09-26 16:15,9,35.53,54,36,30,0,0,3,1,0.15,1,0
2024-09-26 16:15,2,20.8,54,36,30,0,0,4,1,6.15,1,0
2024-09-26 16:15,4,20.79,54,36,30,0,0,5,1,6.15,1,0
2024-09-26 16:15,3,33.57,54,36,30,0,0,8,1,6.15,1,0
2024-09-26 16:15,10,38.2,54,36,30,0,0,8,1,6.15,1,0
2024-09-26 16:15,6,35.53,54,36,30,0,0,2,1,6.14,1,0
2024-09-26 16:15,1,21.98,54,36,30,0,0,2,1,6.15,1,0
2024-09-26 16:15,8,19.74,54,36,30,0,0,2,1,6.15,1,0
2024-09-26 16:15,7,32.57,54,36,30,0,0,2,1,6.15,1,0
2024-09-26 16:15,5,0,53,36,30,0,0,3,1,0.15,1,0
2024-09-26 16:15,9,35.54,53,36,30,0,0,3,1,9.15,1,0
2024-09-26 16:15,10,23.48,53,36,30,0,0,5,1,0.15,1,0
2024-09-26 16:15,6,34.79,53,36,0,0,0,7,1,0.07,0,0
2024-09-26 16:15,4,34.05,53,36,30,0,0,6,1,0.14,1,0
2024-09-26 16:15,3,27.97,53,36,30,0,0,9,1,0.14,1,0
2024-09-26 16:15,2,46.96,53,36,30,0,0,8,1,0.15,1,0
2024-09-26 16:15,8,19.93,53,36,30,0,0,3,1,2.86,1,0
2024-09-26 16:15,1,19.91,53,36,30,0,0,3,1,2.86,1,0
2024-09-26 16:15,7,35.49,53,36,30,0,0,4,1,2.85,1,0
