Timestamp,UserID,CPUUsage,MemoryUsage,NetworkReceived,NetworkSent,DiskRead,DiskWrite,ProcessingTime,Mode,PositionDifference,PacketReturned,TotalErrors
2024-09-26 20:06:47,4,24.99,48,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:47,7,24.21,48,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:47,5,24.98,48,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:47,6,24.72,49,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:47,10,28.46,49,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:47,9,24.99,47,36,30,0,0,1,0,0.00,1,0
2024-09-26 20:06:47,1,39.14,50,36,30,0,0,1,0,0.00,1,0
2024-09-26 20:06:47,2,39.14,50,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:47,8,35.22,50,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:47,3,34.88,51,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:47,7,23.65,52,216,30,0,0,2,0,0.00,1,0
2024-09-26 20:06:47,4,32.36,52,216,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:47,6,32.03,52,216,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:47,2,30.87,52,216,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:47,1,36.95,52,216,30,0,0,10,0,0.00,1,0
2024-09-26 20:06:47,10,44.60,52,216,30,0,0,7,0,0.00,1,0
2024-09-26 20:06:47,5,44.60,53,216,30,0,0,10,0,0.00,1,0
2024-09-26 20:06:47,3,38.10,53,216,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:47,8,38.39,53,216,30,0,0,8,0,0.00,1,0
2024-09-26 20:06:47,9,46.93,53,216,30,0,0,8,0,0.00,1,0
2024-09-26 20:06:48,2,23.32,54,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:48,5,31.73,54,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:48,6,32.73,54,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:48,10,30.80,54,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:48,7,39.27,54,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:48,9,39.27,54,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:48,1,35.70,50,36,30,0,0,7,0,0.00,1,0
2024-09-26 20:06:48,3,33.66,50,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:48,8,39.67,50,36,30,0,0,8,0,0.00,1,0
2024-09-26 20:06:48,4,36.69,50,36,30,0,0,8,0,0.00,1,0
2024-09-26 20:06:49,4,27.64,51,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:49,8,29.78,51,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:49,3,31.27,51,36,30,0,0,6,0,0.00,1,0
2024-09-26 20:06:49,7,23.93,51,36,30,0,0,7,0,0.00,1,0
2024-09-26 20:06:49,5,24.43,51,36,30,0,0,8,0,0.00,1,0
2024-09-26 20:06:49,6,26.50,51,36,30,0,0,2,0,0.00,1,0
2024-09-26 20:06:49,9,30.96,51,36,30,0,0,9,0,0.00,1,0
2024-09-26 20:06:49,1,27.43,51,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:49,10,30.06,51,36,30,0,0,11,0,0.00,1,0
2024-09-26 20:06:49,2,26.06,51,36,30,0,0,12,0,0.00,1,0
2024-09-26 20:06:50,1,29.29,51,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:50,10,25.11,51,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:50,3,36.11,51,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:50,9,36.11,51,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:50,2,35.75,51,36,30,0,0,1,0,0.00,1,0
2024-09-26 20:06:50,6,46.71,51,36,30,0,0,9,0,0.00,1,0
2024-09-26 20:06:50,5,44.91,51,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:50,8,45.35,51,36,30,0,0,10,0,0.00,1,0
2024-09-26 20:06:50,4,39.36,51,36,30,0,0,7,0,0.00,1,0
2024-09-26 20:06:50,7,50.27,51,36,30,0,0,6,0,0.00,1,0
2024-09-26 20:06:51,4,26.13,52,36,30,0,0,2,0,0.00,1,0
2024-09-26 20:06:51,7,22.79,52,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:51,6,24.24,52,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:51,5,30.84,52,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:51,3,32.00,52,36,30,0,0,2,0,0.00,1,0
2024-09-26 20:06:51,8,27.71,52,36,30,0,0,1,0,0.00,1,0
2024-09-26 20:06:51,1,28.58,52,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:51,10,28.28,52,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:51,2,28.29,52,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:51,9,34.92,52,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:52,2,25.74,52,36,30,0,0,2,0,0.00,1,0
2024-09-26 20:06:52,1,21.45,53,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:52,5,33.95,53,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:52,9,34.12,53,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:52,3,38.28,53,36,30,0,0,6,0,0.00,1,0
2024-09-26 20:06:52,4,37.91,53,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:52,6,37.55,53,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:52,7,37.19,53,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:52,10,33.83,53,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:52,8,35.83,53,36,30,0,0,6,0,0.00,1,0
2024-09-26 20:06:53,3,22.35,53,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:53,10,30.16,53,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:53,8,30.85,53,36,30,0,0,1,0,0.00,1,0
2024-09-26 20:06:53,7,28.59,53,36,30,0,0,6,0,0.00,1,0
2024-09-26 20:06:53,5,28.29,53,36,30,0,0,6,0,0.00,1,0
2024-09-26 20:06:53,2,28.29,53,36,30,0,0,9,0,0.00,1,0
2024-09-26 20:06:53,9,27.36,53,36,30,0,0,8,0,0.00,1,0
2024-09-26 20:06:53,4,37.54,53,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:53,1,36.76,53,36,30,0,0,8,0,0.00,1,0
2024-09-26 20:06:53,6,37.54,53,36,30,0,0,7,0,0.00,1,0
2024-09-26 20:06:54,3,16.82,53,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:54,2,17.19,53,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:54,1,16.64,53,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:54,9,16.64,53,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:54,8,24.70,53,36,30,0,0,6,0,0.00,1,0
2024-09-26 20:06:54,6,20.36,53,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:54,5,20.80,53,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:54,7,19.75,53,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:54,10,20.22,53,36,30,0,0,1,0,0.00,1,0
2024-09-26 20:06:54,4,26.83,53,36,30,0,0,6,0,0.00,1,0
2024-09-26 20:06:55,9,26.17,53,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:55,10,24.28,53,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:55,4,25.33,53,36,30,0,0,2,0,0.00,1,0
2024-09-26 20:06:55,5,22.06,52,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:55,2,32.36,52,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:55,7,29.33,52,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:55,3,29.55,52,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:55,6,26.66,52,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:55,1,27.19,52,36,30,0,0,6,0,0.00,1,0
2024-09-26 20:06:55,8,35.67,52,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:56,1,25.71,52,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:56,3,23.48,52,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:56,2,25.71,52,36,30,0,0,2,0,0.00,1,0
2024-09-26 20:06:56,9,25.43,53,36,30,0,0,3,0,0.00,1,0
2024-09-26 20:06:56,5,30.67,53,36,30,0,0,7,0,0.00,1,0
2024-09-26 20:06:56,7,30.30,53,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:56,6,28.43,53,36,30,0,0,6,0,0.00,1,0
2024-09-26 20:06:56,8,36.56,53,36,30,0,0,7,0,0.00,1,0
2024-09-26 20:06:56,10,32.50,53,36,30,0,0,8,0,0.00,1,0
2024-09-26 20:06:56,4,30.11,53,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:57,10,28.30,53,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:06:57,1,28.29,53,36,30,0,0,1,0,0.00,1,0
2024-09-26 20:06:57,4,28.54,53,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:06:57,8,31.12,53,36,30,0,0,5,0,0.00,1,0
2024-09-26 20:06:57,3,26.69,53,36,30,0,0,6,0,0.00,1,0
2024-09-26 20:06:57,7,26.38,53,36,30,0,0,7,0,0.00,1,0
