Timestamp,UserID,CPUUsage,MemoryUsage,NetworkReceived,NetworkSent,DiskRead,DiskWrite,ProcessingTime,Mode,PositionDifference,PacketReturned,TotalErrors
2024-09-26 20:13:15,9,26.35,48,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:13:15,5,24.18,48,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:13:15,3,35.89,49,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:13:15,10,31.69,48,36,30,0,0,1,0,0.00,1,0
2024-09-26 20:13:15,2,39.75,49,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:13:15,7,30.96,49,36,30,0,0,2,0,0.00,1,0
2024-09-26 20:13:15,6,34.40,49,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:13:15,1,41.78,50,36,30,0,0,4,0,0.00,1,0
2024-09-26 20:13:15,8,34.12,50,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:13:15,4,34.39,50,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:13:15,2,37.58,54,288,30,0,0,6,0,0.00,1,0
2024-09-26 20:13:15,7,43.43,54,288,30,0,0,3,0,0.00,1,0
2024-09-26 20:13:15,6,43.84,54,288,30,0,0,2,0,0.00,1,0
2024-09-26 20:13:15,10,41.51,54,288,30,0,0,14,0,0.00,1,0
2024-09-26 20:13:15,5,39.75,54,288,30,0,0,13,0,0.00,1,0
2024-09-26 20:13:15,9,44.85,55,288,30,0,0,8,0,0.00,1,0
2024-09-26 20:13:15,4,45.54,55,288,30,0,0,0,0,0.00,1,0
2024-09-26 20:13:15,1,41.88,55,288,30,0,0,0,0,0.00,1,0
2024-09-26 20:13:15,8,39.41,55,288,30,0,0,2,0,0.00,1,0
2024-09-26 20:13:15,3,43.77,55,288,30,0,0,8,0,0.00,1,0
2024-09-26 20:13:16,2,38.39,55,36,30,0,0,0,0,0.00,1,0
2024-09-26 20:13:16,4,38.74,55,36,30,0,0,1,0,0.00,1,0
2024-09-26 20:13:16,9,37.71,55,36,30,0,0,1,0,0.00,1,0
2024-09-26 20:13:16,3,44.57,55,36,30,0,0,2,0,0.00,1,0
2024-09-26 20:13:16,6,38.39,55,36,30,0,0,2,0,0.00,1,0
2024-09-26 20:13:16,8,43.43,55,36,30,0,0,3,0,0.00,1,0
