Timestamp,UserID,CPUUsage,MemoryUsage,NetworkReceived,NetworkSent,DiskRead,DiskWrite,ProcessingTime,Mode,PositionDifference,PacketReturned,TotalErrors
2024-09-26 14:33,5,32.07,55,36,30,0,0,4,1,0.12,1,0
2024-09-26 14:33,6,39.53,56,36,30,0,0,5,1,0.16,1,0
2024-09-26 14:33,1,43.81,56,36,30,0,0,7,1,0.13,1,0
2024-09-26 14:33,9,52.56,56,36,30,0,0,8,1,0.12,1,0
2024-09-26 14:33,4,53.76,56,36,30,0,0,9,1,0.12,1,0
2024-09-26 14:33,10,53.77,56,36,30,0,0,11,1,0.17,1,0
2024-09-26 14:33,7,46.99,56,36,30,0,0,14,1,0.15,1,0
2024-09-26 14:33,8,42.85,56,36,30,0,0,10,1,0.11,1,0
2024-09-26 14:33,2,54.42,56,36,30,0,0,12,1,0.13,1,0
2024-09-26 14:33,3,55.43,56,36,30,0,0,14,1,0.18,1,0
2024-09-26 14:33,1,36.78,56,36,0,0,0,1,1,0.01,0,0
2024-09-26 14:33,7,31.45,56,36,0,0,0,3,1,0.01,0,0
2024-09-26 14:33,3,33.03,56,36,0,0,0,6,1,0.02,0,0
2024-09-26 14:33,10,24.79,56,36,0,0,0,7,1,0.01,0,0
2024-09-26 14:33,4,24.49,56,36,0,0,0,8,1,0.05,0,0
2024-09-26 14:33,5,32.3,56,36,0,0,0,4,1,0.02,0,0
2024-09-26 14:33,6,27.33,56,36,0,0,0,9,1,0.03,0,0
2024-09-26 14:33,8,27.65,56,36,0,0,0,10,1,0.04,0,0
2024-09-26 14:33,2,23.26,56,36,0,0,0,5,1,0.03,0,0
2024-09-26 14:33,9,21.52,56,36,0,0,0,11,1,0.04,0,0
2024-09-26 14:33,9,30.63,57,36,0,0,0,3,1,0.01,0,0
2024-09-26 14:33,5,28.14,57,36,0,0,0,4,1,0.03,0,0
2024-09-26 14:33,8,26.48,57,36,0,0,0,2,1,0.02,0,0
2024-09-26 14:33,4,33.83,57,36,0,0,0,6,1,0,0,0
2024-09-26 14:33,10,32.61,57,36,0,0,0,8,1,0.03,0,0
2024-09-26 14:33,3,28.29,57,36,0,0,0,9,1,0.04,0,0
2024-09-26 14:33,6,27.95,57,36,0,0,0,8,1,0.02,0,0
2024-09-26 14:33,2,28.64,57,36,0,0,0,12,1,0.04,0,0
2024-09-26 14:33,1,35.21,57,36,0,0,0,7,1,0.04,0,0
2024-09-26 14:33,7,36.41,57,36,0,0,0,12,1,0.05,0,0
2024-09-26 14:33,2,25.63,57,36,0,0,0,1,1,0.01,0,0
2024-09-26 14:33,1,19.79,57,36,0,0,0,3,1,0,0,0
2024-09-26 14:33,8,19.3,57,36,0,0,0,5,1,0.03,0,0
2024-09-26 14:33,10,19.06,57,36,0,0,0,7,1,0,0,0
2024-09-26 14:33,6,19.54,57,36,0,0,0,6,1,0.02,0,0
2024-09-26 14:33,9,19.3,57,36,0,0,0,7,1,0.02,0,0
2024-09-26 14:33,7,24.74,57,36,0,0,0,8,1,0.02,0,0
2024-09-26 14:33,5,28.26,57,36,0,0,0,8,1,0.02,0,0
